id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
09010101,6452,344,1867,2424,1221,463,87,46,378,19449,4302,478,4253,6382,19,21,2,5,4,457,4226,6359,9010101
09010102,26,–,3,14,2,4,–,3,22,98,24,7,23,24,3,3,1,3,2,3,17,19,9010102
09010201,2226,18,362,576,818,331,87,34,252,8171,1735,228,1669,2158,–,–,2,4,4,226,1665,2154,9010201
09010202,4667,218,1439,1971,774,234,24,7,58,13477,2423,530,2396,4564,58,59,2,3,4,470,2334,4502,9010202
09010301,9260,221,2113,3310,2691,814,77,34,262,29935,5752,1068,5715,9208,65,87,9,16,18,994,5612,9125,9010301
09010302,1135,1,37,150,314,341,194,98,760,5410,1207,1019,1200,1129,947,1050,56,100,112,16,50,70,9010302
09010401,4917,273,583,1949,1619,322,115,56,432,16494,3203,1092,3134,4751,604,615,36,59,72,452,2460,4075,9010401
09010402,5955,234,1201,2092,1403,595,264,166,1279,20362,4453,1482,4374,5860,838,1063,69,128,138,575,3183,4884,9010402
09020501,4148,453,1188,1620,638,166,37,46,349,11642,2590,461,2533,4029,172,163,4,8,8,285,2362,3849,9020501
09020502,8600,599,1099,3868,2498,440,66,30,263,27252,5328,905,5158,8183,65,65,9,19,18,831,5074,8100,9020502
09020601,4636,360,944,1736,1164,396,29,7,61,14327,2988,417,2912,4549,8,12,–,–,–,409,2900,4541,9020601
09020602,1972,92,201,792,572,214,68,33,248,6884,1315,630,1272,1854,473,431,12,19,24,145,822,1357,9020602
09020701,1325,354,336,391,174,45,1,24,304,3430,887,109,863,1257,34,26,1,2,2,74,835,1221,9020701
09020702,9728,461,2152,3624,2338,846,193,114,925,31302,6405,2018,6296,9612,992,951,63,106,126,963,5239,8494,9020702
09020801,1672,16,131,650,680,120,45,30,228,6046,1121,281,1115,1667,102,125,21,34,42,158,956,1523,9020801
09020802,4379,123,711,1492,1555,415,22,61,494,14942,2862,526,2812,4291,98,116,16,38,32,412,2657,4161,9020802
09030901,5941,210,342,1203,1625,1462,729,370,2854,25541,5508,3751,5393,5692,3239,3585,211,373,422,301,1434,2031,9030901
09030902,2807,63,658,645,983,414,43,1,9,9583,1780,140,1727,2704,–,–,–,–,–,140,1727,2704,9030902
09030903,3590,37,842,1393,540,420,265,93,733,12483,2933,1341,2922,3555,1009,1105,38,70,76,294,1746,2470,9030903
09031001,5922,139,374,1435,1435,1428,769,342,2679,25365,5267,3918,5186,5790,3309,3488,289,489,578,320,1209,1903,9031001
09031101,3498,99,540,901,1140,523,161,134,1077,13100,2774,979,2738,3457,586,707,66,132,132,327,1898,2739,9031101
09031201,884,7,44,177,223,203,145,85,691,4094,946,660,940,876,566,673,52,98,104,42,169,206,9031201
09031202,1188,8,97,201,309,275,165,133,1072,5478,1270,887,1245,1148,766,921,79,151,158,42,173,224,9031202
09041301,8152,100,772,2385,3105,1180,451,159,1246,31071,5825,2228,5802,8122,1631,1752,87,149,174,510,3901,6317,9041301
09041302,955,–,38,244,337,164,91,81,661,4183,1002,399,1000,952,246,355,57,111,114,96,534,592,9041302
09041401,2897,336,597,1048,722,126,54,14,122,8638,1964,153,1921,2691,49,59,5,12,10,99,1851,2632,9041401
09041402,745,1,79,140,235,212,46,32,240,3095,619,350,617,743,293,295,11,22,22,46,300,428,9041402
09041501,3976,90,580,1442,1301,467,68,28,223,13746,2700,472,2645,3903,67,90,27,55,54,378,2499,3782,9041501
09041601,3134,10,179,654,929,717,435,210,1664,13905,3122,2509,3098,3105,2254,2421,158,283,316,97,393,535,9041601
09051701,2320,289,110,604,961,229,81,46,359,8155,1520,461,1442,2025,163,208,32,64,64,266,1170,1798,9051701
09051702,7873,107,685,2513,3036,1059,294,179,1423,29642,5968,1806,5814,7674,719,825,181,358,362,906,4631,6593,9051702
09051801,4367,25,296,846,1176,983,614,427,3357,19815,4526,3149,4432,4214,2646,3077,313,601,626,190,754,942,9051801
09051901,6739,290,1194,2540,2033,556,100,26,218,22028,4804,775,4717,6612,102,121,16,30,32,657,4566,6478,9051901
09052001,7285,93,500,2002,2811,1144,443,292,2316,29037,5467,2592,5379,7148,1709,1945,176,302,352,707,3132,5087,9052001
