id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
09010101,6698,350,1936,2538,1271,468,89,46,378,20172,4523,487,4469,6625,19,21,2,5,4,466,4443,6602,9010101
09010102,26,–,3,14,2,4,–,3,22,98,24,7,23,24,3,3,1,3,2,3,17,19,9010102
09010201,2227,18,362,576,818,331,88,34,252,8177,1738,228,1671,2159,–,–,2,4,4,226,1667,2155,9010201
09010202,4667,218,1439,1971,774,234,24,7,58,13477,2423,530,2396,4564,58,59,2,3,4,470,2334,4502,9010202
09010301,9292,224,2114,3319,2710,814,77,34,262,30043,5783,1071,5746,9240,65,87,9,16,18,997,5643,9157,9010301
09010302,1137,1,37,150,313,343,194,99,767,5423,1210,1020,1203,1131,947,1051,57,103,114,16,50,70,9010302
09010401,4921,273,583,1949,1621,323,116,56,432,16513,3208,1096,3139,4755,608,620,36,59,72,452,2460,4075,9010401
09010402,6069,317,1217,2097,1405,599,268,166,1279,20544,4497,1492,4417,5974,843,1071,69,128,138,580,3219,4993,9010402
09020501,4150,453,1188,1621,639,166,37,46,349,11649,2592,461,2535,4031,172,163,4,8,8,285,2365,3851,9020501
09020502,8775,773,1099,3868,2499,440,66,30,263,27430,5373,910,5202,8358,65,65,9,19,18,836,5118,8275,9020502
09020601,5079,530,1065,1863,1185,398,29,9,76,15229,3266,435,3189,4992,9,16,–,–,–,426,3173,4983,9020601
09020602,1972,92,201,792,572,214,68,33,248,6884,1315,630,1272,1854,473,431,12,19,24,145,822,1357,9020602
09020701,1384,367,354,408,185,45,1,24,304,3574,927,114,903,1316,34,26,1,2,2,79,875,1280,9020701
09020702,9809,462,2178,3654,2357,851,193,114,925,31546,6469,2027,6350,9683,992,952,65,109,130,970,5289,8561,9020702
09020801,1704,16,141,659,691,121,46,30,228,6148,1140,283,1133,1699,101,124,21,34,42,161,975,1556,9020801
09020802,4486,165,765,1498,1560,415,22,61,494,15130,2919,533,2869,4398,99,117,17,39,34,417,2712,4265,9020802
09030901,6530,217,560,1419,1743,1478,740,373,2883,27279,5948,3832,5833,6281,3253,3614,213,376,426,366,1843,2602,9030901
09030902,2807,63,658,645,983,414,43,1,9,9583,1780,140,1727,2704,–,–,–,–,–,140,1727,2704,9030902
09030903,3601,37,843,1393,543,422,269,94,740,12538,2946,1351,2934,3566,1018,1116,39,72,78,294,1746,2470,9030903
09031001,5988,139,384,1442,1443,1442,787,351,2755,25692,5346,3973,5265,5856,3359,3555,292,495,584,322,1215,1913,9031001
09031101,3703,125,621,948,1180,528,167,134,1077,13650,2922,1014,2886,3662,593,718,67,134,134,354,2034,2935,9031101
09031201,897,7,44,184,224,206,145,87,706,4149,961,669,955,889,574,683,52,99,104,43,174,211,9031201
09031202,1199,8,99,201,312,277,167,135,1086,5530,1285,896,1260,1159,774,934,79,151,158,43,176,227,9031202
09041301,8187,116,776,2388,3108,1186,453,160,1253,31165,5850,2243,5827,8157,1644,1769,87,149,174,512,3909,6339,9041301
09041302,956,–,38,244,337,164,92,81,661,4189,1006,400,1003,953,247,358,57,111,114,96,534,592,9041302
09041401,2898,336,597,1048,722,127,54,14,122,8643,1966,154,1923,2692,50,61,5,12,10,99,1851,2632,9041401
09041402,747,1,79,140,235,212,48,32,240,3107,621,352,619,745,295,298,11,22,22,46,300,428,9041402
09041501,4173,132,648,1517,1313,467,68,28,223,14197,2821,485,2765,4100,68,91,27,55,54,390,2619,3978,9041501
09041601,3163,11,177,664,936,723,442,210,1669,14037,3157,2532,3132,3134,2273,2447,161,289,322,98,396,539,9041601
09051701,2321,289,110,604,960,229,82,47,366,8164,1522,462,1445,2026,164,210,32,64,64,266,1170,1798,9051701
09051702,7909,108,691,2524,3052,1058,296,180,1432,29768,6006,1815,5852,7710,723,831,183,361,366,909,4660,6621,9051702
09051801,4529,28,371,892,1200,988,619,431,3386,20286,4642,3181,4549,4376,2666,3103,315,605,630,200,840,1080,9051801
09051901,6779,290,1198,2562,2042,559,102,26,218,22165,4848,777,4760,6652,101,121,17,31,34,659,4609,6517,9051901
09052001,7504,102,594,2052,2858,1149,452,297,2359,29694,5642,2619,5554,7367,1724,1969,177,303,354,718,3281,5289,9052001
