id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
8010115,401,9.0,61,176,78,46,23,8.0,67.0,1406,341,27,326,388,0.0,0.0,0.0,0.0,0.0,27,326,388,8010115
8010116,1954,369.0,450,690,325,87,25,8.0,66.0,5290,1214,109,1159,1875,2.0,3.0,3.0,5.0,6.0,104,1151,1867,8010116
8010117,8884,499.0,2836,3635,1375,431,78,30.0,229.0,25428,5381,570,5307,8791,3.0,2.0,0.0,0.0,0.0,567,5305,8788,8010117
8010118,5560,402.0,1477,2261,1042,261,84,33.0,255.0,16371,3522,374,3501,5531,7.0,6.0,3.0,5.0,6.0,364,3491,5518,8010118
8010211,4876,188.0,1328,2036,920,304,77,23.0,181.0,14795,3274,311,3122,4623,2.0,2.0,3.0,4.0,6.0,306,3116,4615,8010211
8010212,3327,414.0,1128,1168,465,122,24,6.0,46.0,8834,2243,202,2190,3253,5.0,8.0,1.0,2.0,2.0,196,2180,3246,8010212
8010213,6344,317.0,1987,2355,1229,349,86,21.0,168.0,18701,4041,469,3976,6252,1.0,1.0,0.0,0.0,0.0,468,3975,6251,8010213
8010214,3681,160.0,728,1594,901,212,60,26.0,195.0,11617,2439,353,2332,3523,6.0,6.0,2.0,6.0,4.0,345,2320,3513,8010214
8010301,14855,953.0,4109,5847,2780,892,187,87.0,690.0,44104,9814,1005,9647,14646,7.0,5.0,4.0,5.0,8.0,994,9637,14631,8010301
8010302,2218,15.0,480,951,627,129,14,2.0,15.0,7080,1352,165,1346,2203,0.0,0.0,0.0,0.0,0.0,165,1346,2203,8010302
8010303,4158,273.0,1001,1661,846,291,63,23.0,189.0,12664,2748,283,2665,4041,10.0,8.0,1.0,1.0,2.0,272,2656,4029,8010303
