id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
3010101,2117,102,377,554,551,362,98,73,583,7703,1625,618,1605,2091,402.0,474.0,66.0,120.0,132.0,150,1012,1557,3010101
3010102,5990,26,1048,1241,2463,1012,155,45,345,22032,3822,709,3796,5931,300.0,332.0,18.0,31.0,36.0,391,3433,5595,3010102
3010104,44,1,8,10,17,4,3,1,10,163,29,18,29,44,10.0,9.0,3.0,7.0,6.0,5,13,28,3010104
3020203,989,15,58,215,315,192,125,69,528,4274,945,776,941,984,696.0,702.0,42.0,84.0,84.0,38,154,204,3020203
3020209,6924,189,1084,2306,1706,886,412,341,2766,25767,5931,2076,5834,6766,1289.0,1626.0,135.0,260.0,270.0,652,3948,5207,3020209
3020210,5594,217,813,1855,1467,711,318,213,1650,20389,4483,1639,4433,5532,1149.0,1330.0,77.0,147.0,154.0,413,2956,4229,3020210
3020307,7944,137,1020,2094,2016,1592,742,343,2681,31616,7110,3778,7031,7766,3160.0,3587.0,171.0,300.0,342.0,447,3144,4264,3020307
3030405,5281,3,113,2152,1078,1299,531,105,838,21516,3922,1313,3900,5249,852.0,917.0,35.0,62.0,70.0,426,2921,4327,3030405
3030406,3590,34,232,551,929,941,537,366,2880,16674,3746,2791,3669,3492,2439.0,2783.0,239.0,421.0,478.0,113,464,575,3030406
3030711,2923,72,97,446,782,749,501,276,2166,13649,3015,2417,2972,2845,2186.0,2433.0,161.0,278.0,322.0,70,262,337,3030711
3030715,3384,44,279,805,869,783,381,223,1759,14453,3124,1986,3032,3218,1704.0,1955.0,129.0,222.0,258.0,153,855,1256,3030715
3030716,511,1,4,50,147,178,94,37,271,2472,508,484,500,505,465.0,468.0,17.0,28.0,34.0,2,5,6,3030716
3040508,1982,3,159,453,581,392,273,121,937,8539,1899,1080,1888,1970,862.0,1026.0,64.0,116.0,128.0,154,746,980,3040508
3040512,5007,45,409,1606,1736,704,316,191,1533,19574,3998,1457,3899,4905,895.0,1112.0,97.0,180.0,194.0,465,2608,3816,3040512
3040513,1414,25,107,301,358,353,140,130,1083,6262,1420,725,1402,1397,584.0,751.0,53.0,96.0,106.0,88,555,707,3040513
3040614,19019,375,3346,6878,5582,2233,410,195,1552,65206,13823,2258,13546,18620,427.0,552.0,63.0,121.0,126.0,1768,12873,18067,3040614
3040818,19760,430,2493,8070,6583,1947,187,50,381,67196,12961,1976,12803,19531,52.0,63.0,16.0,35.0,32.0,1908,12706,19447,3040818
3050919,2995,9,92,1652,896,260,57,29,221,10596,1880,544,1856,2966,151.0,173.0,29.0,47.0,58.0,364,1637,2757,3050919
3050920,3894,63,502,1720,1100,382,93,34,244,13339,2753,550,2721,3842,117.0,145.0,22.0,41.0,44.0,411,2535,3681,3050920
3050923,5227,166,1027,2391,1183,344,76,40,310,16611,3530,497,3416,5067,39.0,54.0,20.0,36.0,40.0,438,3326,4988,3050923
3050924,3315,97,621,1394,847,264,48,44,384,10901,2303,385,2178,3131,34.0,44.0,14.0,27.0,28.0,337,2107,3069,3050924
3050925,5081,76,771,1968,1592,536,92,46,342,17464,3640,601,3564,4988,60.0,84.0,13.0,22.0,26.0,528,3459,4902,3050925
3051017,2043,53,376,644,583,245,94,48,377,7235,1545,543,1459,1866,361.0,411.0,15.0,25.0,30.0,167,1024,1475,3051017
3051021,3942,5,584,1529,1412,372,30,10,71,13519,2337,431,2325,3929,60.0,66.0,11.0,19.0,22.0,360,2240,3847,3051021
3051022,2372,6,309,604,845,544,56,8,70,8942,1593,254,1588,2366,9.0,11.0,0.0,0.0,0.0,245,1577,2357,3051022
3061126,8850,477,2247,3379,2033,493,147,74,595,27182,6050,546,5895,8651,24.0,35.0,6.0,20.0,12.0,516,5840,8615,3061126
3061131,6077,385,1697,2320,1188,355,93,39,300,18124,4080,348,4026,6019,1.0,2.0,3.0,6.0,6.0,344,4018,6012,3061131
3061227,8645,381,1733,4004,1960,428,106,33,263,26738,5735,678,5652,8533,3.0,3.0,4.0,12.0,8.0,671,5636,8522,3061227
3061228,7845,182,2171,3053,2087,280,43,29,229,23918,4638,749,4578,7750,0.0,0.0,0.0,0.0,0.0,749,4578,7750,3061228
