id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
01011101,Stülerstraße,2289,451,393,654,450,250,59,32,233,6836,1413,108,1339,1988,11,15,1,3,2,96,1321,1975,1011101
01011102,Großer Tiergarten,183,108,26,20,16,7,6,–,–,355,91,7,84,174,–,–,1,2,2,6,82,172,1011102
01011103,Lützowstraße,2970,168,623,1195,600,230,87,67,546,9617,2255,241,1844,2421,17,19,38,84,76,186,1741,2328,1011103
01011104,Körnerstraße,2014,206,413,620,517,179,55,24,182,6367,1504,133,1317,1622,2,3,3,4,6,128,1311,1614,1011104
01011105,Nördlicher Landwehrkanal,1224,47,251,371,323,156,52,24,185,4231,1203,51,1165,1175,–,–,1,1,2,50,1164,1173,1011105
01011201,Wilhelmstraße,1648,–,319,204,629,478,8,10,77,6281,1247,90,1095,1520,6,9,–,–,–,84,1086,1514,1011201
01011202,Unter den Linden Nord,413,11,71,150,96,61,16,8,76,1464,428,30,283,305,2,3,2,5,4,26,275,299,1011202
01011203,Unter den Linden Süd,723,44,186,180,184,94,24,11,96,2402,666,49,489,558,6,21,2,5,4,41,462,548,1011203
01011204,Leipziger Straße,5051,343,1149,1476,1313,506,140,124,951,16642,3793,182,3613,4892,19,51,16,47,32,147,3515,4841,1011204
01011301,Charitéviertel,4590,271,1196,1696,845,425,93,64,487,14301,3556,294,3153,4078,16,23,10,21,20,268,3109,4042,1011301
01011302,Oranienburger Straße,7226,272,1361,2275,2054,882,259,123,993,24992,5821,663,5286,6643,28,33,14,40,28,621,5212,6587,1011302
01011303,Alexanderplatzviertel,6172,632,1664,1557,1743,457,89,30,221,18643,3792,280,3524,5856,3,6,6,12,12,271,3506,5841,1011303
01011304,Karl–Marx–Allee,4787,25,689,1643,1793,616,11,10,85,16735,3098,195,3096,4785,–,–,–,–,–,195,3096,4785,1011304
01011305,Heine–Viertel West,5598,213,1279,2390,1159,494,53,10,75,17440,3528,251,3447,5512,2,2,1,1,2,248,3444,5508,1011305
