id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
9010101,6865,345.0,1977,2619,1307,482,89.0,46,379,20707,4703,496,4650,6792,19.0,21.0,1.0,2.0,2.0,476,4627,6771,9010101
9010102,26,0.0,3,14,2,4,0.0,3,22,98,24,7,23,24,3.0,3.0,1.0,3.0,2.0,3,17,19,9010102
9010201,2227,18.0,362,576,818,331,88.0,34,252,8177,1738,228,1671,2159,0.0,0.0,2.0,4.0,4.0,226,1667,2155,9010201
9010202,5010,218.0,1680,2050,797,234,24.0,7,58,14288,2556,530,2402,4572,58.0,59.0,2.0,3.0,4.0,470,2340,4510,9010202
9010301,9417,232.0,2161,3355,2742,816,77.0,34,262,30391,5867,1078,5830,9365,65.0,87.0,9.0,16.0,18.0,1004,5727,9282,9010301
9010302,1142,1.0,37,150,312,345,195.0,102,788,5456,1221,1024,1214,1136,950.0,1056.0,58.0,108.0,116.0,16,50,70,9010302
9010401,4931,273.0,583,1949,1621,327,118.0,60,462,16575,3224,1106,3155,4765,618.0,636.0,36.0,59.0,72.0,452,2460,4075,9010401
9010402,6513,383.0,1363,2254,1464,615,265.0,169,1305,21697,4793,1532,4714,6418,852.0,1085.0,69.0,128.0,138.0,611,3501,5428,9010402
9020501,4154,453.0,1189,1623,640,166,37.0,46,349,11661,2595,463,2538,4035,174.0,164.0,4.0,8.0,8.0,285,2366,3853,9020501
9020502,9253,806.0,1218,4045,2623,463,67.0,31,270,28856,5761,936,5593,8846,65.0,65.0,9.0,19.0,18.0,862,5509,8763,9020502
