id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
10010001,Marzahn West,3021,–,454,744,1374,395,47,7,53,10946,1870,364,1866,3014,108,106,9,13,18,247,1747,2888,10010001
10010102,Havemannstraße,9243,19,1878,1867,3765,1377,325,12,96,33367,5801,479,5792,9231,1,2,1,1,2,477,5789,9228,10010102
10010203,Gewerbegebiet Bitterfelder Straße,6,–,1,2,–,1,1,1,7,26,10,1,1,1,1,1,–,–,–,–,–,–,10010203
10010204,Wuhletalstraße,5354,55,735,970,1927,1272,369,26,193,20910,3493,258,3486,5343,–,–,1,2,2,257,3484,5341,10010204
10010205,Marzahn Ost,4768,165,940,1220,1711,628,100,4,32,16321,2884,245,2883,4767,–,–,–,–,–,245,2883,4767,10010205
10010206,Ringkolonnaden,9679,336,1453,2728,2605,1781,733,43,318,35467,6059,476,4803,7584,172,193,13,27,26,291,4583,7386,10010206
10010207,Marzahner Promenade,5792,10,1055,1269,2275,964,219,–,–,21161,3742,108,2131,3430,–,–,1,2,2,107,2130,3428,10010207
10010308,Marzahner Chaussee,975,5,86,209,222,256,121,76,578,4276,883,537,805,872,451,536,47,76,94,39,194,327,10010308
10010309,Springpfuhl,8336,95,1172,2598,2438,1544,416,73,520,30721,5174,248,5174,8336,1,2,1,3,2,246,5169,8333,10010309
10010310,Alt-Marzahn,9614,43,1289,2089,3546,2058,478,111,849,37079,6671,1262,6639,9582,810,910,63,104,126,389,5625,8646,10010310
10010311,Landsberger Tor,1409,83,106,939,184,70,22,5,45,4375,1059,156,1003,1291,1,1,–,–,–,155,1002,1290,10010311
10020412,Alte Hellersdorfer Straße,3302,660,709,947,699,264,13,10,83,9196,2082,160,2081,3301,20,24,1,2,2,139,2055,3279,10020412
10020413,Gut Hellersdorf,8751,859,1696,3847,1972,343,25,9,77,25622,5160,747,5158,8749,8,8,7,8,14,732,5142,8727,10020413
10020414,Helle Mitte,863,60,301,247,225,14,–,16,112,2485,535,79,528,852,3,3,–,–,–,76,525,849,10020414
10020415,Hellersdorfer Promenade,2774,61,459,765,1050,417,20,2,17,9696,1710,234,1707,2768,–,–,–,–,–,234,1707,2768,10020415
10020416,Böhlener Straße,2820,55,421,830,1131,353,24,6,56,9876,1759,244,1758,2818,1,1,–,–,–,243,1757,2817,10020416
10020517,Adele-Sandrock-Straße,5001,123,473,1355,1642,1135,257,16,115,19034,3230,443,3229,5000,2,2,1,2,2,440,3226,4996,10020517
10020518,Schleipfuhl,2540,361,483,1144,521,24,4,3,23,7010,1637,216,1637,2540,17,19,1,2,2,198,1616,2521,10020518
10020519,Boulevard Kastanienallee,2934,209,197,712,1222,517,70,7,63,10695,1739,243,1686,2725,–,–,1,1,2,242,1685,2723,10020519
10020620,Kaulsdorf Nord II,2025,43,167,601,993,204,13,4,29,7279,1175,217,1170,2018,45,53,–,–,–,172,1116,1973,10020620
10020621,Gelbes Viertel,3323,571,659,1344,655,89,3,2,19,9023,2043,233,2043,3323,1,2,–,–,–,232,2041,3322,10020621
10020622,Kaulsdorf Nord I,4516,10,413,1051,1982,949,92,19,143,17357,2698,403,2698,4516,37,47,3,5,6,363,2646,4473,10020622
10020623,Rotes Viertel,3610,437,902,1415,738,115,2,1,8,10033,2316,220,2316,3610,10,10,–,–,–,210,2306,3600,10020623
10030724,Oberfeldstraße,3886,414,222,595,1186,802,425,242,1842,15789,3403,2230,3232,3367,1847,2062,213,365,426,170,805,1094,10030724
10030725,Buckower Ring,3298,7,338,1235,1002,470,205,41,326,12302,2107,569,2102,3293,365,400,25,46,50,179,1656,2878,10030725
10030726,Alt-Biesdorf,1283,4,48,335,328,325,158,85,644,5634,1196,853,1153,1238,749,808,51,87,102,53,258,387,10030726
10030727,Biesdorf Süd,3921,15,122,479,1054,1249,618,384,2945,18810,4155,3377,4133,3897,3090,3461,200,358,400,87,314,407,10030727
10040828,Kaulsdorf Nord,3516,83,255,768,916,787,468,239,1845,15149,3370,2309,3329,3459,1933,2174,203,352,406,173,803,1120,10040828
10040829,Alt-Kaulsdorf,1745,9,214,429,470,358,184,81,634,7132,1551,975,1506,1682,750,837,92,156,184,133,513,748,10040829
10040830,Kaulsdorf Süd,3320,19,121,506,798,1022,572,282,2192,15705,3479,2822,3445,3278,2543,2848,218,387,436,61,210,299,10040830
10040931,Mahlsdorf Nord,4018,37,118,581,980,1280,678,344,2688,19092,4152,3321,4110,3975,2981,3330,220,371,440,120,409,554,10040931
10040932,Alt-Mahlsdorf,1843,28,128,370,502,433,225,157,1227,8144,1803,1206,1757,1789,988,1128,106,194,212,112,435,589,10040932
10040933,Mahlsdorf Süd,6564,28,285,1034,1712,1918,974,613,4795,30777,6804,5293,6736,6479,4712,5345,396,687,792,185,705,975,10040933
