id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
07010101,Wittenbergplatz/ Viktoria-Luise-Platz,5711,644,998,1752,1485,452,195,185,1487,18753,4418,316,4166,5365,7,8,4,6,8,305,4153,5350,7010101
07010102,Nollendorfplatz,8589,536,1951,2777,1978,952,262,133,1037,28050,6184,509,5920,8115,8,10,3,3,6,498,5907,8101,7010102
07010103,Barbarossaplatz,5858,446,1166,1931,1442,572,187,114,953,19274,4338,382,4302,5824,4,3,2,4,4,376,4295,5816,7010103
07010104,Dennewitzplatz,6907,346,1691,2336,1816,548,121,49,378,21844,4728,483,4616,6776,6,5,4,5,8,473,4607,6762,7010104
07020201,Bayerischer Platz,6336,292,1202,2130,1650,611,274,177,1326,21711,4798,449,4756,6294,1,2,2,2,4,446,4753,6289,7020201
07020202,Volkspark  (Rudolf-Wilde-Park),5609,518,1061,2025,1419,379,137,70,539,17647,3962,380,3814,5393,2,1,1,1,2,377,3812,5389,7020202
07020203,Kaiser-Wilhelm-Platz,9509,386,2375,3261,2226,854,303,104,775,30686,7175,610,6972,9245,5,5,2,3,4,603,6964,9236,7020203
07020204,Schöneberger Insel,6512,279,1348,2490,1621,541,178,55,448,21150,4719,465,4564,6336,3,3,4,7,8,458,4554,6325,7020204
07030301,Friedenau,13118,330,1663,4269,3726,1951,800,379,2893,48815,11059,1133,10848,12894,27,42,21,55,42,1085,10752,12825,7030301
07030302,Ceciliengärten,5017,186,795,1324,1442,796,324,150,1232,18672,4047,494,3994,4953,8,8,11,26,22,475,3960,4923,7030302
07030303,Grazer Platz,6197,115,985,2048,1948,822,202,77,566,21909,4507,521,4481,6168,7,7,4,8,8,510,4466,6153,7030303
07040401,Neu-Tempelhof,8845,700,2188,2471,1805,880,380,421,3325,29714,6665,1620,6559,8699,881,1169,46,87,92,693,5303,7726,7040401
07040402,Lindenhofsiedlung,1262,13,122,610,365,128,21,3,23,4336,737,196,737,1262,44,35,3,5,6,149,697,1212,7040402
