id,planning_area_name,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
12103115,Breitkopfbecken,4365,226,1089,1782,983,212,23,50,358,13238,2623,459,2527,4187,4,6,1,2,2,454,2520,4181,12103115
12103116,Hausotterplatz,4717,263,932,1791,1309,329,75,18,134,14965,3031,545,2975,4632,28,32,17,21,34,500,2922,4570,12103116
12103117,Letteplatz,5479,256,1116,2435,1313,261,50,48,368,17018,3375,608,3301,5370,62,79,9,18,18,537,3204,5290,12103117
12103218,Teichstraße,6705,89,1444,2490,1934,585,115,48,356,22154,4351,935,4286,6625,243,240,31,51,62,661,3996,6320,12103218
12103219,Schäfersee,4823,145,1127,1965,1149,319,78,40,300,15253,3024,591,2979,4766,100,96,3,5,6,488,2879,4660,12103219
12103220,Humboldtstraße,2827,62,415,1095,1094,113,32,16,135,9445,1702,399,1696,2818,57,61,11,20,22,331,1614,2739,12103220
12214125,Waldidyll/Flughafensee,3300,47,341,835,911,565,353,248,1935,13756,2914,1694,2882,3262,1334,1548,139,250,278,221,1084,1650,12214125
12214126,Tegel Süd,4303,289,347,1735,1464,383,55,30,220,14509,2650,455,2649,4302,58,56,9,17,18,388,2577,4226,12214126
12214421,Reinickes Hof,1501,74,215,681,425,92,8,6,46,4801,929,258,911,1483,74,85,2,3,4,182,824,1405,12214421
12214422,Klixstraße,3932,279,707,1360,1176,371,28,11,91,12591,2442,296,2424,3910,16,16,8,11,16,272,2397,3878,12214422
12214423,Mellerbogen,3059,67,405,1025,1220,259,59,24,187,10668,2030,358,2014,3039,125,135,25,46,50,208,1832,2864,12214423
12214424,Scharnweberstraße,5470,150,798,2459,1614,332,68,49,384,18031,3477,722,3414,5385,120,126,9,21,18,593,3267,5247,12214424
12214527,Alt-Tegel,5954,250,1385,2014,1496,586,143,80,624,19458,4393,689,4225,5721,151,210,39,84,78,499,3931,5492,12214527
12214528,Tegeler Forst,33,1,1,6,11,7,2,5,38,150,35,21,34,32,17,20,2,4,4,2,10,11,12214528
12224229,Konradshöhe/Tegelort,2857,28,185,486,766,649,422,321,2503,13200,3038,1837,3013,2827,1476,1876,180,351,360,181,786,991,12224229
12224230,Heiligensee,8015,53,475,1232,2120,1971,1223,941,7398,37770,8324,5804,8240,7930,4925,5824,558,991,1116,321,1425,1889,12224230
12231101,Hermsdorf,8177,110,817,1414,1978,1650,1112,1096,8769,37589,8373,4545,8236,8009,3383,4396,520,1001,1040,642,2839,3586,12231101
12231102,Frohnau,7851,101,483,1202,1778,1647,1193,1447,11679,38857,8880,4799,8818,7784,3766,5393,409,838,818,624,2588,3200,12231102
12301203,Wittenau Süd,7424,384,1057,2391,2235,856,296,205,1624,26291,5176,1869,5140,7387,1051,1132,131,223,262,687,3786,6074,12301203
12301204,Wittenau Nord,3047,66,401,740,724,588,328,200,1519,12411,2752,979,2731,3027,588,737,82,155,164,309,1839,2275,12301204
12301205,Waidmannslust,2511,72,230,642,630,444,236,257,2072,10686,2359,1093,2293,2446,706,939,158,298,316,229,1056,1424,12301205
12301206,Lübars,2189,16,105,350,583,523,378,234,1851,10342,2257,1647,2240,2174,1442,1647,122,216,244,83,378,488,12301206
12302107,Schorfheidestraße,1283,6,78,279,344,297,173,106,857,5755,1235,730,1218,1266,601,692,67,122,134,62,405,531,12302107
12302108,Märkisches Zentrum,6849,269,1280,1703,2209,1216,164,8,61,23899,4678,197,4488,6290,16,17,2,4,4,179,4467,6270,12302108
12302109,Treuenbrietzener Straße,5103,7,1280,1109,1839,863,–,5,35,17600,3438,73,3362,4883,2,4,–,–,–,71,3358,4881,12302109
12302110,Dannenwalder Weg,4275,1,628,1339,1247,998,52,10,74,15638,3123,190,3119,4270,47,54,6,12,12,137,3054,4211,12302110
12302211,Lübarser Straße,1659,5,208,575,312,342,130,87,712,6596,1364,632,1322,1606,467,529,78,134,156,87,658,983,12302211
12302212,Rollbergesiedlung,2636,–,610,597,830,514,49,36,282,9477,1896,238,1890,2629,126,158,8,17,16,104,1715,2487,12302212
12304313,Borsigwalde,3895,80,731,1697,874,330,113,70,568,13025,2602,848,2534,3811,334,378,59,98,118,455,2057,3359,12304313
12304314,Ziekowstraße/Freie Scholle,5815,258,600,2294,1491,744,268,160,1252,20884,4000,1944,3979,5793,1186,1179,121,225,242,637,2575,4365,12304314
