id,inhabitants,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_or_more_apartments,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
2100102,4080,325,1044,1320,1094,177,110,10.0,78.0,12372,2657,189,2589,3935,10,7,6.0,10.0,12.0,173,2573,3913,2100102
2100103,2540,2,726,976,511,181,131,13.0,98.0,8215,1699,180,1694,2535,7,5,9.0,19.0,18.0,164,1671,2510,2100103
2100104,2491,6,649,909,724,184,19,0.0,0.0,7961,1509,156,1488,2470,14,13,0.0,0.0,0.0,142,1475,2456,2100104
2100105,4533,230,1063,1839,1071,306,16,8.0,58.0,13841,2761,232,2730,4483,8,5,2.0,4.0,4.0,222,2720,4471,2100105
2100106,2146,70,489,688,607,220,52,20.0,154.0,7106,1562,113,1519,2100,2,2,0.0,0.0,0.0,111,1517,2098,2100106
2200207,1088,45,250,417,219,66,76,15.0,110.0,3568,830,84,830,1088,15,16,3.0,9.0,6.0,66,805,1067,2200207
2200208,3072,246,662,1053,724,264,83,40.0,302.0,9745,2256,243,2191,2993,5,4,5.0,12.0,10.0,233,2176,2978,2200208
2200209,6121,373,1470,2141,1383,518,184,52.0,382.0,19344,4631,518,4503,5958,53,73,11.0,25.0,22.0,454,4405,5883,2200209
2200210,6922,396,1563,2789,1575,443,106,50.0,376.0,21416,4778,536,4730,6850,13,12,8.0,12.0,16.0,515,4706,6821,2200210
2200211,8482,613,1819,3049,2084,668,184,65.0,513.0,26691,6201,736,6039,8212,22,27,9.0,13.0,18.0,705,6000,8172,2200211
2200212,4602,414,930,1460,1236,426,102,34.0,258.0,14598,3282,292,3186,4444,6,4,0.0,0.0,0.0,286,3182,4438,2200212
2200213,5803,428,1444,2027,1281,466,117,40.0,295.0,17848,4119,462,4029,5696,20,31,12.0,30.0,24.0,430,3968,5652,2200213
2300314,3600,194,806,1345,889,286,70,10.0,81.0,11328,2505,328,2469,3559,8,8,7.0,9.0,14.0,313,2452,3537,2300314
2300315,4183,371,937,1289,1083,395,72,36.0,292.0,13143,2942,335,2860,4087,11,14,1.0,3.0,2.0,323,2844,4074,2300315
2300316,2405,69,725,840,537,192,27,15.0,110.0,7419,1594,154,1568,2371,5,6,0.0,0.0,0.0,149,1562,2366,2300316
2300417,4390,387,1066,1542,939,347,92,17.0,121.0,13309,3055,333,2998,4335,2,2,0.0,0.0,0.0,331,2996,4333,2300417
2300418,4390,296,1374,1530,858,240,74,18.0,138.0,12848,2935,327,2905,4350,4,3,5.0,15.0,10.0,318,2886,4336,2300418
2300419,5670,353,1452,1957,1416,369,87,36.0,277.0,17436,3886,451,3727,5473,2,4,4.0,4.0,8.0,445,3719,5463,2300419
2400520,2900,70,353,793,1129,546,8,1.0,9.0,10458,1818,83,1815,2896,3,2,0.0,0.0,0.0,80,1813,2893,2400520
2400521,4587,268,848,1844,1171,404,46,6.0,49.0,14525,3021,270,3013,4576,8,8,3.0,3.0,6.0,259,3002,4562,2400521
2400522,6566,219,1438,2780,1611,413,79,26.0,198.0,20616,4464,434,4412,6487,19,27,2.0,2.0,4.0,413,4382,6464,2400522
2400623,7250,438,1535,2907,1703,632,26,9.0,71.0,22428,4421,243,4066,6457,12,12,2.0,3.0,4.0,229,4052,6441,2400623
2400624,6982,924,1294,2651,1732,303,64,14.0,124.0,20416,4461,410,4282,6366,18,17,2.0,4.0,4.0,390,4261,6344,2400624
2400625,618,33,257,200,112,15,1,0.0,0.0,1676,400,27,316,535,1,1,1.0,2.0,2.0,25,314,532,2400625
2500726,5619,314,1534,2311,1177,239,35,9.0,69.0,16497,3592,360,3591,5618,6,5,4.0,3.0,8.0,350,3582,5604,2500726
2500727,3515,139,805,1325,997,196,46,7.0,58.0,11026,2422,247,2420,3513,9,12,7.0,15.0,14.0,231,2393,3490,2500727
